dataset,t,method,tau,B,cand_n,n_chunk,compliance,viol_rate,mean_reward,reward_gap_to_oracle,hit,ndcg,mean_list_risk,p95_risk,bad_exposure_rate,weighted_bad_exposure_mean,risk_weighted_miss_mean
ML-1M,19,Penalty,0.9,2.347123050689697,3533,121,0.9256198347107438,0.07438016528925617,10.221929971836815,0.03834910038088957,0.06611570247933884,0.04225231938103846,1.2169320952793783,2.4012341499328613,0.06611570247933884,0.017477538368918685,1.1493388296158846
ML-1M,19,Primal-Dual,0.9,2.347123050689697,3533,121,0.9256198347107438,0.07438016528925617,10.257922046440692,0.002357025777012467,0.0743801652892562,0.038604474479136786,1.4267411329283202,2.964717388153076,0.06611570247933884,0.057501655373691535,1.335787743699452
ML-1M,19,QuotaGateV6,0.9,2.347123050689697,3533,121,0.9504132231404959,0.04958677685950408,10.254620410194082,0.005658662023622085,0.0743801652892562,0.038604474479136786,1.4090400647279644,2.3461320400238037,0.04132231404958678,0.043912834372402225,1.3180866754990963
ML-1M,19,OC-Quota,0.9,2.347123050689697,3533,121,0.9256198347107438,0.07438016528925617,10.23907534544133,0.021203726776374054,0.0743801652892562,0.0410639490265593,1.3781773658577077,2.3998491764068604,0.0743801652892562,0.016284210819843395,1.3011533397534663
ML-1M,20,Penalty,0.9,2.347123050689697,3533,121,0.9173553719008265,0.0826446280991735,10.16072715806567,0.03273765705833753,0.09090909090909091,0.04731531861651024,1.2178102342550419,2.6541354656219482,0.0743801652892562,0.04518722817917501,1.1292433896340615
ML-1M,20,Primal-Dual,0.9,2.347123050689697,3533,121,0.9008264462809917,0.09917355371900827,10.193464815124008,0.0,0.09090909090909091,0.04809097988299064,1.4135449629677228,3.1445517539978027,0.09090909090909091,0.08086586865511809,1.3137055268464994
ML-1M,20,QuotaGateV6,0.9,2.347123050689697,3533,121,0.9173553719008265,0.0826446280991735,10.191884789585082,0.0015800255389262219,0.09090909090909091,0.04809097988299064,1.3994184592046028,2.861158847808838,0.0743801652892562,0.07011487385458198,1.2995790230833795
ML-1M,20,OC-Quota,0.9,2.347123050689697,3533,121,0.9008264462809917,0.09917355371900827,10.160457520445517,0.03300729467849095,0.08264462809917356,0.04489384924468864,1.3474680360191125,2.5449163913726807,0.09917355371900827,0.02555600828375699,1.27447204919886
ML-1M,21,Penalty,0.9,2.347123050689697,3533,121,0.9421487603305785,0.05785123966942152,10.249759823822778,0.038655797312081575,0.06611570247933884,0.02926130933374766,1.2173789180507344,2.3526771068573,0.05785123966942149,0.016423715638720304,1.1647689391758815
ML-1M,21,Primal-Dual,0.9,2.347123050689697,3533,121,0.9421487603305785,0.05785123966942152,10.287410787314423,0.0010048338204367013,0.05785123966942149,0.025324377200999202,1.441913797835673,2.715287446975708,0.05785123966942149,0.055770404673804924,1.392213933477717
